time,ts,count,type
2012-11-03 15:55:00,1351958100,0,coned
2012-11-03 16:00:00,1351958400,0,coned
2012-11-03 16:05:00,1351958700,0,coned
2012-11-03 16:10:00,1351959000,0,coned
2012-11-03 16:15:00,1351959300,0,coned
2012-11-03 16:20:00,1351959600,0,coned
2012-11-03 16:25:00,1351959900,0,coned
2012-11-03 16:30:00,1351960200,0,coned
2012-11-03 16:35:00,1351960500,0,coned
2012-11-03 16:40:00,1351960800,0,coned
2012-11-03 16:45:00,1351961100,0,coned
2012-11-03 16:50:00,1351961400,0,coned
2012-11-03 16:55:00,1351961700,0,coned
2012-11-03 17:00:00,1351962000,0,coned
2012-11-03 17:05:00,1351962300,0,coned
2012-11-03 17:10:00,1351962600,0,coned
2012-11-03 17:15:00,1351962900,0,coned
2012-11-03 17:20:00,1351963200,0,coned
2012-11-03 17:25:00,1351963500,0,coned
2012-11-03 17:30:00,1351963800,0,coned
2012-11-03 17:35:00,1351964100,0,coned
2012-11-03 17:40:00,1351964400,0,coned
2012-11-03 17:45:00,1351964700,0,coned
2012-11-03 17:50:00,1351965000,0,coned
2012-11-03 17:55:00,1351965300,0,coned
2012-11-03 18:00:00,1351965600,0,coned
2012-11-03 18:05:00,1351965900,0,coned
2012-11-03 18:10:00,1351966200,0,coned
2012-11-03 18:15:00,1351966500,0,coned
2012-11-03 18:20:00,1351966800,0,coned
2012-11-03 18:25:00,1351967100,0,coned
2012-11-03 18:30:00,1351967400,0,coned
2012-11-03 18:35:00,1351967700,0,coned
2012-11-03 18:40:00,1351968000,1,coned
2012-11-03 18:45:00,1351968300,0,coned
2012-11-03 18:50:00,1351968600,0,coned
2012-11-03 18:55:00,1351968900,0,coned
2012-11-03 19:00:00,1351969200,0,coned
2012-11-03 19:05:00,1351969500,0,coned
2012-11-03 19:10:00,1351969800,0,coned
2012-11-03 19:15:00,1351970100,0,coned
2012-11-03 19:20:00,1351970400,0,coned
2012-11-03 19:25:00,1351970700,0,coned
2012-11-03 19:30:00,1351971000,0,coned
2012-11-03 19:35:00,1351971300,0,coned
2012-11-03 19:40:00,1351971600,0,coned
2012-11-03 19:45:00,1351971900,0,coned
2012-11-03 19:50:00,1351972200,0,coned
2012-11-03 19:55:00,1351972500,0,coned
2012-11-03 20:00:00,1351972800,0,coned
2012-11-03 20:05:00,1351973100,0,coned
2012-11-03 20:10:00,1351973400,0,coned
2012-11-03 20:15:00,1351973700,0,coned
2012-11-03 20:20:00,1351974000,0,coned
2012-11-03 20:25:00,1351974300,0,coned
2012-11-03 20:30:00,1351974600,0,coned
2012-11-03 20:35:00,1351974900,0,coned
2012-11-03 20:40:00,1351975200,0,coned
2012-11-03 20:45:00,1351975500,0,coned
2012-11-03 20:50:00,1351975800,0,coned
2012-11-03 20:55:00,1351976100,0,coned
2012-11-03 21:00:00,1351976400,0,coned
2012-11-03 21:05:00,1351976700,0,coned
2012-11-03 21:10:00,1351977000,0,coned
2012-11-03 21:15:00,1351977300,0,coned
2012-11-03 21:20:00,1351977600,0,coned
2012-11-03 21:25:00,1351977900,0,coned
2012-11-03 21:30:00,1351978200,0,coned
2012-11-03 21:35:00,1351978500,0,coned
2012-11-03 21:40:00,1351978800,0,coned
2012-11-03 21:45:00,1351979100,0,coned
2012-11-03 21:50:00,1351979400,0,coned
2012-11-03 21:55:00,1351979700,0,coned
2012-11-03 22:00:00,1351980000,0,coned
2012-11-03 22:05:00,1351980300,0,coned
2012-11-03 22:10:00,1351980600,0,coned
2012-11-03 22:15:00,1351980900,0,coned
2012-11-03 22:20:00,1351981200,0,coned
2012-11-03 22:25:00,1351981500,0,coned
2012-11-02 17:01:00,1351875660,1,fake
